resource_id,course_or_certification_title,course_or_certification_description,recommended_experience,schedule,level,estimated_duration,skills_youll_gain,skill_ids,category_id,category_name,offered_by_provider,provider_type,provider_trust_score_auto,resource_type,language,delivery_mode,cost_type,status,notes,external_course_or_certification_link,mapped_skill_names,skill_id_mapping_status,skill_id_mapping_notes
LR-214,Certificate Pathway: Plan social media marketing campaigns,"Prototype curated learning resource for Plan social media marketing campaigns. Covers Plan social media marketing campaigns, Digital Marketing, Social Media Management and supports Kareerly skill-gap recommendations for Marketing and Public Relations. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 hours,Plan social media marketing campaigns; Digital Marketing; Social Media Management,SK262;SK026;SK027,K03,"Sales, Marketing, and Customer Relations",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Plan+social+media+marketing+campaigns,Plan social media marketing campaigns; Digital Marketing; Social Media Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-215,Foundations Course: Recruitment Coordination,"Prototype curated learning resource for Recruitment Coordination. Covers Recruitment Coordination, Human Resource Support, Business Communication and supports Kareerly skill-gap recommendations for Human Resources and Business Services. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,6–10 hours,Recruitment Coordination; Human Resource Support; Business Communication,SK019;SK018;SK020,K02,"Business, Finance, and Office Administration",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Recruitment+Coordination,Recruitment Coordination; Human Resource Support; Business Communication,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-216,Practical Skills Certificate: Technical Drafting,"Prototype curated learning resource for Technical Drafting. Covers Technical Drafting, CAD Operation, Engineering Measurement and supports Kareerly skill-gap recommendations for Engineering and Architecture. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 weeks,Technical Drafting; CAD Operation; Engineering Measurement,SK067;SK068;SK069,K07,"Engineering, Construction, and Skilled Trades",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Technical+Drafting,Technical Drafting; CAD Operation; Engineering Measurement,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-217,Career Readiness Course: Sales argumentation,"Prototype curated learning resource for Sales argumentation. Covers Sales argumentation, Sales Techniques, Retail Operations and supports Kareerly skill-gap recommendations for Sales and Retail. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,4–6 weeks,Sales argumentation; Sales Techniques; Retail Operations,SK302;SK023;SK024,K03,"Sales, Marketing, and Customer Relations",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Sales+argumentation,Sales argumentation; Sales Techniques; Retail Operations,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-218,Certificate Pathway: Content marketing strategy,"Prototype curated learning resource for Content marketing strategy. Covers Content marketing strategy, Digital Marketing, Social Media Management and supports Kareerly skill-gap recommendations for Marketing and Public Relations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 hours,Content marketing strategy; Digital Marketing; Social Media Management,SK265;SK026;SK027,K03,"Sales, Marketing, and Customer Relations",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Content marketing strategy; Digital Marketing; Social Media Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-219,Foundations Course: Workplace Safety,"Prototype curated learning resource for Workplace Safety. Covers Workplace Safety, Machine Operation, Production Monitoring and supports Kareerly skill-gap recommendations for Manufacturing and Plant Operations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,6–10 hours,Workplace Safety; Machine Operation; Production Monitoring,SK091;SK089;SK090,K09,"Logistics, Manufacturing, and Operations",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Workplace+Safety,Workplace Safety; Machine Operation; Production Monitoring,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-220,Practical Skills Certificate: Prepare market research reports,"Prototype curated learning resource for Prepare market research reports. Covers Prepare market research reports, Digital Marketing, Social Media Management and supports Kareerly skill-gap recommendations for Marketing and Public Relations. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 weeks,Prepare market research reports; Digital Marketing; Social Media Management,SK285;SK026;SK027,K03,"Sales, Marketing, and Customer Relations",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Prepare+market+research+reports,Prepare market research reports; Digital Marketing; Social Media Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-221,Career Readiness Course: Provide anti-cancer medical treatment,"Prototype curated learning resource for Provide anti-cancer medical treatment. Covers Provide anti-cancer medical treatment, Patient Assessment Support, Medical Terminology and supports Kareerly skill-gap recommendations for Medical and Clinical Professionals. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,4–6 weeks,Provide anti-cancer medical treatment; Patient Assessment Support; Medical Terminology,SK435;SK056;SK057,K06,"Healthcare, Caregiving, and Wellness",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Provide anti-cancer medical treatment; Patient Assessment Support; Medical Terminology,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-222,Certificate Pathway: Production Monitoring,"Prototype curated learning resource for Production Monitoring. Covers Production Monitoring, Machine Operation, Workplace Safety and supports Kareerly skill-gap recommendations for Manufacturing and Plant Operations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 hours,Production Monitoring; Machine Operation; Workplace Safety,SK090;SK089;SK091,K09,"Logistics, Manufacturing, and Operations",TESDA,Government,95,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://e-tesda.gov.ph/,Production Monitoring; Machine Operation; Workplace Safety,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-223,Foundations Course: Brand marketing techniques,"Prototype curated learning resource for Brand marketing techniques. Covers Brand marketing techniques, Digital Marketing, Social Media Management and supports Kareerly skill-gap recommendations for Marketing and Public Relations. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,6–10 hours,Brand marketing techniques; Digital Marketing; Social Media Management,SK283;SK026;SK027,K03,"Sales, Marketing, and Customer Relations",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Brand marketing techniques; Digital Marketing; Social Media Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-224,Practical Skills Certificate: International financial reporting standards,"Prototype curated learning resource for International financial reporting standards. Covers International financial reporting standards, Bookkeeping, Financial Reporting and supports Kareerly skill-gap recommendations for Finance, Accounting, and Bookkeeping. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 weeks,International financial reporting standards; Bookkeeping; Financial Reporting,SK256;SK012;SK013,K02,"Business, Finance, and Office Administration",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=International+financial+reporting+standards,International financial reporting standards; Bookkeeping; Financial Reporting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-225,Career Readiness Course: Copywriting,"Prototype curated learning resource for Copywriting. Covers Copywriting, Content Writing, Proofreading and supports Kareerly skill-gap recommendations for Writing, Journalism, and Language. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,4–6 weeks,Copywriting; Content Writing; Proofreading,SK035;SK034;SK036,K04,"Creative, Media, and Communications",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Copywriting; Content Writing; Proofreading,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-226,Certificate Pathway: Proofreading,"Prototype curated learning resource for Proofreading. Covers Proofreading, Content Writing, Copywriting and supports Kareerly skill-gap recommendations for Writing, Journalism, and Language. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 hours,Proofreading; Content Writing; Copywriting,SK036;SK034;SK035,K04,"Creative, Media, and Communications",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Proofreading,Proofreading; Content Writing; Copywriting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-227,Foundations Course: Rewrite manuscripts,"Prototype curated learning resource for Rewrite manuscripts. Covers Rewrite manuscripts, Content Writing, Copywriting and supports Kareerly skill-gap recommendations for Writing, Journalism, and Language. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,6–10 hours,Rewrite manuscripts; Content Writing; Copywriting,SK322;SK034;SK035,K04,"Creative, Media, and Communications",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Rewrite+manuscripts,Rewrite manuscripts; Content Writing; Copywriting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-228,Practical Skills Certificate: Accept feedback on artistic performance,"Prototype curated learning resource for Accept feedback on artistic performance. Covers Accept feedback on artistic performance, Creative Concept Development, Photography and supports Kareerly skill-gap recommendations for Creative and Performing Arts. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 weeks,Accept feedback on artistic performance; Creative Concept Development; Photography,SK317;SK037;SK038,K04,"Creative, Media, and Communications",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Accept+feedback+on+artistic+performance,Accept feedback on artistic performance; Creative Concept Development; Photography,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-229,Career Readiness Course: Video Editing,"Prototype curated learning resource for Video Editing. Covers Video Editing, Creative Concept Development, Photography and supports Kareerly skill-gap recommendations for Creative and Performing Arts. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,4–6 weeks,Video Editing; Creative Concept Development; Photography,SK039;SK037;SK038,K04,"Creative, Media, and Communications",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Video Editing; Creative Concept Development; Photography,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-230,Certificate Pathway: Design graphics,"Prototype curated learning resource for Design graphics. Covers Design graphics, Graphic Design, Multimedia Design and supports Kareerly skill-gap recommendations for Design, Multimedia, and Cultural Work. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 hours,Design graphics; Graphic Design; Multimedia Design,SK334;SK040;SK041,K04,"Creative, Media, and Communications",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Design+graphics,Design graphics; Graphic Design; Multimedia Design,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-231,Foundations Course: Public relations,"Prototype curated learning resource for Public relations. Covers Public relations, Digital Marketing, Social Media Management and supports Kareerly skill-gap recommendations for Marketing and Public Relations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,6–10 hours,Public relations; Digital Marketing; Social Media Management,SK313;SK026;SK027,K03,"Sales, Marketing, and Customer Relations",IBM SkillsBuild,Industry Vendor,85,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://skillsbuild.org/,Public relations; Digital Marketing; Social Media Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-232,Practical Skills Certificate: UI Design,"Prototype curated learning resource for UI Design. Covers UI Design, Graphic Design, Multimedia Design and supports Kareerly skill-gap recommendations for Design, Multimedia, and Cultural Work. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 weeks,UI Design; Graphic Design; Multimedia Design,SK042;SK040;SK041,K04,"Creative, Media, and Communications",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=UI+Design,UI Design; Graphic Design; Multimedia Design,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-233,Career Readiness Course: Teach design and applied arts principles,"Prototype curated learning resource for Teach design and applied arts principles. Covers Teach design and applied arts principles, Graphic Design, Multimedia Design and supports Kareerly skill-gap recommendations for Design, Multimedia, and Cultural Work. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,4–6 weeks,Teach design and applied arts principles; Graphic Design; Multimedia Design,SK345;SK040;SK041,K04,"Creative, Media, and Communications",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Teach design and applied arts principles; Graphic Design; Multimedia Design,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-234,Certificate Pathway: Photography,"Prototype curated learning resource for Photography. Covers Photography, Creative Concept Development, Video Editing and supports Kareerly skill-gap recommendations for Creative and Performing Arts. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 hours,Photography; Creative Concept Development; Video Editing,SK038;SK037;SK039,K04,"Creative, Media, and Communications",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Photography,Photography; Creative Concept Development; Video Editing,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-235,Foundations Course: Graphics editor software,"Prototype curated learning resource for Graphics editor software. Covers Graphics editor software, Graphic Design, Multimedia Design and supports Kareerly skill-gap recommendations for Design, Multimedia, and Cultural Work. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,6–10 hours,Graphics editor software; Graphic Design; Multimedia Design,SK325;SK040;SK041,K04,"Creative, Media, and Communications",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Graphics+editor+software,Graphics editor software; Graphic Design; Multimedia Design,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-236,Practical Skills Certificate: Maintain lighting equipment,"Prototype curated learning resource for Maintain lighting equipment. Covers Maintain lighting equipment, Electrical Installation, Mechanical Maintenance and supports Kareerly skill-gap recommendations for Electrical, Electronics, and Mechanical Trades. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 weeks,Maintain lighting equipment; Electrical Installation; Mechanical Maintenance,SK497;SK073;SK074,K07,"Engineering, Construction, and Skilled Trades",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Maintain+lighting+equipment,Maintain lighting equipment; Electrical Installation; Mechanical Maintenance,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-237,Career Readiness Course: Records Organization,"Prototype curated learning resource for Records Organization. Covers Records Organization, Library Assistance, Collection management software and supports Kareerly skill-gap recommendations for Libraries, Archives, and Curatorial Work. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,4–6 weeks,Records Organization; Library Assistance; Collection management software,SK054;SK055;SK388,K05,"Education, Training, and Community Services",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Records+Organization,Records Organization; Library Assistance; Collection management software,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-238,Certificate Pathway: Develop animations,"Prototype curated learning resource for Develop animations. Covers Develop animations, Graphic Design, Multimedia Design and supports Kareerly skill-gap recommendations for Design, Multimedia, and Cultural Work. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 hours,Develop animations; Graphic Design; Multimedia Design,SK321;SK040;SK041,K04,"Creative, Media, and Communications",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Develop+animations,Develop animations; Graphic Design; Multimedia Design,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-239,Foundations Course: Set up broadcast equipment,"Prototype curated learning resource for Set up broadcast equipment. Covers Set up broadcast equipment, Audio Editing, Content Planning and supports Kareerly skill-gap recommendations for Broadcasting and Content Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,6–10 hours,Set up broadcast equipment; Audio Editing; Content Planning,SK337;SK043;SK044,K04,"Creative, Media, and Communications",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Set+up+broadcast+equipment,Set up broadcast equipment; Audio Editing; Content Planning,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-240,Practical Skills Certificate: Adapt designers’ work to the performance venue,"Prototype curated learning resource for Adapt designers’ work to the performance venue. Covers Adapt designers’ work to the performance venue, Creative Concept Development, Photography and supports Kareerly skill-gap recommendations for Creative and Performing Arts. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 weeks,Adapt designers’ work to the performance venue; Creative Concept Development; Photography,SK348;SK037;SK038,K04,"Creative, Media, and Communications",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Adapt+designers%E2%80%99+work+to+the+performance+venue,Adapt designers’ work to the performance venue; Creative Concept Development; Photography,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-241,Career Readiness Course: Information security strategy,"Prototype curated learning resource for Information security strategy. Covers Information security strategy, Technical Support, Database Management and supports Kareerly skill-gap recommendations for Networks, Databases, and IT Support. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,4–6 weeks,Information security strategy; Technical Support; Database Management,SK149;SK007;SK008,K01,"Technology, Data, and Digital Systems",IBM SkillsBuild,Industry Vendor,85,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://skillsbuild.org/,Information security strategy; Technical Support; Database Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-242,Certificate Pathway: Audio Editing,"Prototype curated learning resource for Audio Editing. Covers Audio Editing, Content Planning, Set up broadcast equipment and supports Kareerly skill-gap recommendations for Broadcasting and Content Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 hours,Audio Editing; Content Planning; Set up broadcast equipment,SK043;SK044;SK337,K04,"Creative, Media, and Communications",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Audio+Editing,Audio Editing; Content Planning; Set up broadcast equipment,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-243,Foundations Course: Social media marketing techniques,"Prototype curated learning resource for Social media marketing techniques. Covers Social media marketing techniques, Digital Marketing, Social Media Management and supports Kareerly skill-gap recommendations for Marketing and Public Relations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,6–10 hours,Social media marketing techniques; Digital Marketing; Social Media Management,SK268;SK026;SK027,K03,"Sales, Marketing, and Customer Relations",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Social media marketing techniques; Digital Marketing; Social Media Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-244,Practical Skills Certificate: Psychological healthcare services,"Prototype curated learning resource for Psychological healthcare services. Covers Psychological healthcare services, Patient Assessment Support, Medical Terminology and supports Kareerly skill-gap recommendations for Medical and Clinical Professionals. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 weeks,Psychological healthcare services; Patient Assessment Support; Medical Terminology,SK431;SK056;SK057,K06,"Healthcare, Caregiving, and Wellness",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Psychological+healthcare+services,Psychological healthcare services; Patient Assessment Support; Medical Terminology,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-245,Career Readiness Course: Creative Concept Development,"Prototype curated learning resource for Creative Concept Development. Covers Creative Concept Development, Photography, Video Editing and supports Kareerly skill-gap recommendations for Creative and Performing Arts. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,4–6 weeks,Creative Concept Development; Photography; Video Editing,SK037;SK038;SK039,K04,"Creative, Media, and Communications",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Creative Concept Development; Photography; Video Editing,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-246,Certificate Pathway: Write job descriptions,"Prototype curated learning resource for Write job descriptions. Covers Write job descriptions, Content Writing, Copywriting and supports Kareerly skill-gap recommendations for Writing, Journalism, and Language. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 hours,Write job descriptions; Content Writing; Copywriting,SK323;SK034;SK035,K04,"Creative, Media, and Communications",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Write+job+descriptions,Write job descriptions; Content Writing; Copywriting,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-247,Foundations Course: Translate requirements into visual design,"Prototype curated learning resource for Translate requirements into visual design. Covers Translate requirements into visual design, Graphic Design, Multimedia Design and supports Kareerly skill-gap recommendations for Design, Multimedia, and Cultural Work. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,6–10 hours,Translate requirements into visual design; Graphic Design; Multimedia Design,SK330;SK040;SK041,K04,"Creative, Media, and Communications",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Translate+requirements+into+visual+design,Translate requirements into visual design; Graphic Design; Multimedia Design,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-248,Practical Skills Certificate: Media planning,"Prototype curated learning resource for Media planning. Covers Media planning, Digital Marketing, Social Media Management and supports Kareerly skill-gap recommendations for Marketing and Public Relations. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 weeks,Media planning; Digital Marketing; Social Media Management,SK278;SK026;SK027,K03,"Sales, Marketing, and Customer Relations",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Media planning; Digital Marketing; Social Media Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-249,Career Readiness Course: Electrical Installation,"Prototype curated learning resource for Electrical Installation. Covers Electrical Installation, Mechanical Maintenance, Electronics Repair and supports Kareerly skill-gap recommendations for Electrical, Electronics, and Mechanical Trades. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,4–6 weeks,Electrical Installation; Mechanical Maintenance; Electronics Repair,SK073;SK074;SK075,K07,"Engineering, Construction, and Skilled Trades",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Electrical Installation; Mechanical Maintenance; Electronics Repair,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-250,Certificate Pathway: Web programming,"Prototype curated learning resource for Web programming. Covers Web programming, Python Programming, JavaScript Programming and supports Kareerly skill-gap recommendations for Software and Applications. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 hours,Web programming; Python Programming; JavaScript Programming,SK124;SK001;SK002,K01,"Technology, Data, and Digital Systems",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Web+programming,Web programming; Python Programming; JavaScript Programming,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
