skill_id,category_id,skill_category,skill_subcategory,skill_name,skill_description,psoc_code,psoc_category,isco08_code,esco_skill_reference,related_skills,esco_skill_uri,esco_preferred_label,esco_alternative_labels,esco_description,esco_version,mapping_confidence,mapping_status,source_note
SK086,K08,"Hospitality, Tourism, Food, and Personal Services",Food Service and Culinary Work,Food Safety,Ability to follow hygiene and safety standards in food handling.,5120,Cooks,5120,food safety standards,Food Safety; food safety standards; food safety measures; food safety standard; food safety rules; standards of safety standards; food safety codes; Food Service and Culinary Work,http://data.europa.eu/esco/skill/fa46ff13-5ad7-4a11-85d6-4b0614e411de,food safety standards,food safety measures; food safety standard; food safety rules; standards of safety standards; food safety codes; food safety requirements,"Food safety standards (i.e. ISO 22000) developed by the recognised organisations for Standardization dealing with food safety. For example, the ISO 22000 international standard specifies the requirements for an effective food safety management system. It covers interactive communication, system management, prerequisite programs and HACCP principles.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK087,K08,"Hospitality, Tourism, Food, and Personal Services",Personal Services and Housekeeping,Personal Grooming Services,Ability to provide basic grooming or personal-care services.,5142,Beauticians and Related Workers,5142,beauty treatment,Personal Grooming Services; beauty treatment; types of thermal treatment; incineration of waste; thermal treatment technologies; waste burning; kinds of thermal treatment; Personal Services and Housekeeping,http://data.europa.eu/esco/skill/750c0a9d-248e-49f1-a270-1bfdcf980bbd,thermal treatment,types of thermal treatment; incineration of waste; thermal treatment technologies; waste burning; kinds of thermal treatment; burning of waste; typology of thermal treatment; waste incineration,"Technologies used for the treatment and processing of waste which involve high temperatures, and the processes involving the combustion of waste materials and energy recovery from waste treatment.",ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK088,K08,"Hospitality, Tourism, Food, and Personal Services",Personal Services and Housekeeping,Laundry Services,"Ability to wash, dry, press, and organize laundry items.",9121,Hand Launderers and Pressers,9121,laundry process,Laundry Services; laundry process; the mashing process; mashing process; the process of mashing; process of lautering; lautering processes; Personal Services and Housekeeping,http://data.europa.eu/esco/skill/c33075f4-c3ab-421f-bc5e-65d6c1fdc950,lautering process,the mashing process; mashing process; the process of mashing; process of lautering; lautering processes,"Process of lautering, where the mash is separated into clear, liquid wort and residual grain. Lautering usually takes three steps: mashout, recirculation and sparging.",ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK089,K09,"Logistics, Manufacturing, and Operations",Manufacturing and Plant Operations,Machine Operation,Ability to operate basic machines following production instructions.,8189,Stationary Plant and Machine Operators Not Elsewhere Classified,8189,operate machinery,Machine Operation; operate machinery; oversee router machinery; manage router machinery; operate a router machine; work router machinery; operate router machines; Manufacturing and Plant Operations,http://data.europa.eu/esco/skill/257b8857-5da2-46ea-be52-6dc67f6b996f,operate router machinery,oversee router machinery; manage router machinery; operate a router machine; work router machinery; operate router machines; use router machinery,"Operate machines and equipment used for cutting various hard materials, such as wood, composites, aluminium, steel, plastics and foams.",ESCO v1.2.0 / API-ready,0.77,partial_match,seed_reference
SK090,K09,"Logistics, Manufacturing, and Operations",Manufacturing and Plant Operations,Production Monitoring,Ability to observe production flow and report issues.,3122,Manufacturing Supervisors,3122,monitor production,Production Monitoring; monitor production; monitoring mine production rates; oversee mine productivity; mine production rate monitoring; oversee mine production rate; overseeing mine production rate; Manufacturing and Plant Operations,http://data.europa.eu/esco/skill/9ebae336-b0dc-4711-9aef-0aeb3504ba63,monitor mine production,monitoring mine production rates; oversee mine productivity; mine production rate monitoring; oversee mine production rate; overseeing mine production rate; mine production monitoring; monitoring mine production; overseeing mine productivity; monitoring of mine production; monitoring of mine production rates; monitor mine production rates,Oversee mining production rates in order to estimate operational effectiveness.,ESCO v1.2.0 / API-ready,0.8,mapped,seed_reference
SK091,K09,"Logistics, Manufacturing, and Operations",Manufacturing and Plant Operations,Workplace Safety,Ability to follow safety procedures and use protective equipment.,3257,Environmental and Occupational Health Inspectors and Associates,3257,workplace safety,"Workplace Safety; workplace health; workplace hygiene; workplace cleanliness; Manufacturing and Plant Operations; Logistics, Manufacturing, and Operations",http://data.europa.eu/esco/skill/06bd47bc-d9f3-4517-8e34-c55c2e81f8c2,workplace sanitation,workplace health; workplace hygiene; workplace cleanliness,"The importance of a clean, sanitary workspace for example through use of hand disinfectant and sanitizer, in order to minimise infection risk between colleagues or when working with children.",ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK092,K09,"Logistics, Manufacturing, and Operations",Assembly and Production Support,Assembly Work,Ability to assemble parts or products according to instructions.,8219,Assemblers Not Elsewhere Classified,8219,assemble products,Assembly Work; assemble products; robots assembling; assembling robots; robotic machines assembling; assembling robotic machines; robot assembling; Assembly and Production Support,http://data.europa.eu/esco/skill/7ffae77a-93ce-40a3-af99-fae5729e8b15,assemble robots,robots assembling; assembling robots; robotic machines assembling; assembling robotic machines; robot assembling; robotic machine assembling; assemble robotic machines,"Assemble robotic machines, devices, and components according to engineering drawings. Program and install the necessary components of robotic systems, such as robot controllers, conveyors, and end-of-arm tools.",ESCO v1.2.0 / API-ready,0.64,manual_review,seed_reference
SK093,K09,"Logistics, Manufacturing, and Operations",Assembly and Production Support,Packaging,"Ability to prepare products for storage, shipment, or sale.",9321,Hand Packers,9321,pack goods,"Packaging; pack goods; pack manufactured products or goods in use; pack manufactured products by hand; package goods; pack goods by hand; Assembly and Production Support; Logistics, Manufacturing, and Operations",http://data.europa.eu/esco/skill/667cbbaf-f377-46d8-8f2d-1f6d8a55d74a,pack goods,pack manufactured products or goods in use; pack manufactured products by hand; package goods; pack goods by hand,"Pack different kinds of goods such as finished manufactured products or goods in use. Pack goods by hand in boxes, bags and other types of containers.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK094,K09,"Logistics, Manufacturing, and Operations",Assembly and Production Support,Quality Inspection,Ability to check products for defects and standard compliance.,7543,Product Graders and Testers,7543,inspect quality,"Quality Inspection; inspect quality; review paint quality; inspect quality of paint; inspect paint condition; check paint quality; Assembly and Production Support; Logistics, Manufacturing, and Operations",http://data.europa.eu/esco/skill/026db24f-6972-460b-a784-d34afaf8d498,inspect paint quality,review paint quality; inspect quality of paint; inspect paint condition; check paint quality,"Inspect paint to ensure it is of a good quality by testing the viscosity, homogeneity and other factors.",ESCO v1.2.0 / API-ready,0.78,partial_match,seed_reference
SK095,K09,"Logistics, Manufacturing, and Operations","Transport, Driving, and Delivery",Delivery Coordination,Ability to plan and monitor deliveries and dispatch schedules.,4323,Transport Clerks,4323,coordinate transportation,"Delivery Coordination; coordinate transportation; schedule transportation; set up transportation; coordinating transportation; organize transportation; arrange transportation; Transport, Driving, and Delivery",http://data.europa.eu/esco/skill/3a0f10bd-4c3f-4020-b29c-f03cfe6d6e5b,coordinate transportation,schedule transportation; set up transportation; coordinating transportation; organize transportation; arrange transportation; coordinate transport,Scheduling of transportation operations.,ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK096,K09,"Logistics, Manufacturing, and Operations","Transport, Driving, and Delivery",Driving Safety,Ability to follow safe driving practices and road regulations.,8322,"Car, Taxi and Van Drivers",8322,drive vehicles,"Driving Safety; drive vehicles; driving vehicles; drive a vehicle; operate vehicles; control vehicles; driving a vehicle; Transport, Driving, and Delivery",http://data.europa.eu/esco/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,drive vehicles,driving vehicles; drive a vehicle; operate vehicles; control vehicles; driving a vehicle; be in control of vehicles; handle vehicles,Be able to drive vehicles; have the approapriate type of driving license according to the type of motor vehicle used.,ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK097,K09,"Logistics, Manufacturing, and Operations","Transport, Driving, and Delivery",Route Planning,Ability to identify efficient routes for transport or delivery.,4323,Transport Clerks,4323,plan transport operations,"Route Planning; plan transport operations; plot transport operations; design transport operations; undertake transport operations planning; design transportation operations; execute transport operations planning; Transport, Driving, and Delivery",http://data.europa.eu/esco/skill/de857fbb-91a6-4a3f-8a47-93a9c1a616c8,plan transport operations,plot transport operations; design transport operations; undertake transport operations planning; design transportation operations; execute transport operations planning; plot transportation operations; carry out transport operations planning; conduct planning for transport operations; develop plans for transport operations; plan transportation operations; undertake planning for transport operations,"Plan mobility and transport for different departments, in order to obtain the best possible movement of equipment and materials. Negotiate the best possible delivery rates; compare different bids and select the most reliable and cost-effective bid.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK098,K09,"Logistics, Manufacturing, and Operations","Warehouse, Inventory, and Distribution",Inventory Management,"Ability to monitor, record, and organize stock, supplies, or warehouse items.",4321,Stock Clerks,4321,inventory management,"Inventory Management; inventory oversight rules; inventory regulation rules; inventory managing rule; inventory management rule; inventory supervision rules; Warehouse, Inventory, and Distribution; Logistics, Manufacturing, and Operations",http://data.europa.eu/esco/skill/5aaf2780-04d7-4bbf-8b06-af36eafe8eba,inventory management rules,inventory oversight rules; inventory regulation rules; inventory managing rule; inventory management rule; inventory supervision rules; inventory managing rules; inventory administration rules,The specific principles and techniques used in order to determine the approapriate level of inventory required.,ESCO v1.2.0 / API-ready,0.8,mapped,seed_reference
SK099,K09,"Logistics, Manufacturing, and Operations","Warehouse, Inventory, and Distribution",Warehouse Operations,"Ability to receive, store, pick, and dispatch warehouse goods.",4321,Stock Clerks,4321,warehouse operations,"Warehouse Operations; paradigms of warehouse operations; principles and practices of warehouse operations; principles of warehouse operations; operations of warehouses; warehouse practices; Warehouse, Inventory, and Distribution; Logistics, Manufacturing, and Operations",http://data.europa.eu/esco/skill/089ddb19-1c7a-43ff-ba64-070f7ce4787a,warehouse operations,paradigms of warehouse operations; principles and practices of warehouse operations; principles of warehouse operations; operations of warehouses; warehouse practices; fundamentals of warehouse operations; fundamental principles of warehouse operations; operations in warehouses; functions of warehouses; warehouse functions,The basic principles and practices of warehouse operations such as goods storage and the organisation of warehouse facilities.,ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK100,K10,"Agriculture, Forestry, Fishery, and Environmental Work",Crop and Horticulture,Crop Production,"Ability to support planting, cultivation, and basic agricultural production work.",6111,Field Crop and Vegetable Growers,6111,crop production,"Crop Production; manage crop maintenance functions; supervise crop production; crop production managing; crop production analysing; manage production of crops; Crop and Horticulture; Agriculture, Forestry, Fishery, and Environmental Work",http://data.europa.eu/esco/skill/754de174-292f-4ddc-ae08-24b8fb8cff2e,manage crop production,manage crop maintenance functions; supervise crop production; crop production managing; crop production analysing; manage production of crops; crop production supervising; supervise production of crops; analyse crop production; supervise crop maintenance functions; crop maintenance functions supervise,"Perform crop production duties such as planning, tilling, planting, fertilising, cultivating, spraying, and harvesting. Supervise all steps of the crop production and ranging process, including planting, fertilising, harvesting, herding as well as controlling pests or weeds.",ESCO v1.2.0 / API-ready,0.76,partial_match,seed_reference
SK101,K10,"Agriculture, Forestry, Fishery, and Environmental Work",Crop and Horticulture,Horticulture,"Ability to cultivate plants, flowers, fruits, or ornamental crops.",6113,"Gardeners, Horticultural and Nursery Growers",6113,horticulture principles,Horticulture; horticulture principles; practices of horticulture; scope of horticulture practices; application of horticulture principles; implementation of horticulture practices; implementation of horticulture principles; Crop and Horticulture,http://data.europa.eu/esco/skill/dcb01a4f-720a-480f-b61a-11a1286d56f3,horticulture principles,practices of horticulture; scope of horticulture practices; application of horticulture principles; implementation of horticulture practices; implementation of horticulture principles; application of horticulture practices; principles of horticulture; range of horticulture principles; scope of horticulture principles; range of horticulture practices,"The standard horticultural practices, including but not limited to planting, pruning, corrective pruning, and fertilisation.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK102,K10,"Agriculture, Forestry, Fishery, and Environmental Work",Crop and Horticulture,Pest Management,Ability to identify pests and support safe pest-control practices.,6111,Field Crop and Vegetable Growers,6111,pest management,"Pest Management; IPM techniques; IPM methods; integrated pest management methods; IPM; integrated pest management techniques; Crop and Horticulture; Agriculture, Forestry, Fishery, and Environmental Work",http://data.europa.eu/esco/skill/dbe63ddf-76f8-4177-a482-fee995a57b77,integrated pest management,IPM techniques; IPM methods; integrated pest management methods; IPM; integrated pest management techniques,An integrated approach to the prevention and/or suppression of organisms harmful to plants that aims to keep the use of pesticides and other forms of intervention only to levels that are economically and ecologically justified and which reduce or minimise risks for the human health and the environment.,ESCO v1.2.0 / API-ready,0.71,partial_match,seed_reference
SK103,K10,"Agriculture, Forestry, Fishery, and Environmental Work",Livestock and Animal Production,Animal Care,"Ability to feed, monitor, and support the welfare of animals.",6121,Livestock and Dairy Producers,6121,animal welfare,"Animal Care; animal welfare; animal welfare needs; animal's welfare needs; knowledge of animal welfare; Livestock and Animal Production; Agriculture, Forestry, Fishery, and Environmental Work",http://data.europa.eu/esco/skill/4e6cfb60-9579-4822-8a5e-424bc0c8835c,animal welfare,animal welfare needs; animal's welfare needs; knowledge of animal welfare,"Universally recognized animal welfare needs as applied to species, situation and occupation. These are: need for a suitable environment need for a suitable diet need to be able to exhibit normal behaviour patterns need to be housed with, or apart, from other animals need to be protected from pain, suffering, injury and disease.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK104,K10,"Agriculture, Forestry, Fishery, and Environmental Work",Livestock and Animal Production,Livestock Production,Ability to support animal production and farm-care activities.,6121,Livestock and Dairy Producers,6121,livestock production,"Livestock Production; researching production of livestock; livestock production researching; livestock production analysing; analysing livestock production; analysing production of livestock; Livestock and Animal Production; Agriculture, Forestry, Fishery, and Environmental Work",http://data.europa.eu/esco/skill/d4eeb8f1-50d2-4a62-a405-f5eeaeec7f52,research livestock production,researching production of livestock; livestock production researching; livestock production analysing; analysing livestock production; analysing production of livestock; analyse livestock production; researching livestock production; analyse production of livestock; research production of livestock,Collect and use the livestock production facts and the results of analysis as a input to scientific research. Research and keep up to date with any relevant developments in livestock production review and gather information to inform business decisions.,ESCO v1.2.0 / API-ready,0.76,partial_match,seed_reference
SK105,K10,"Agriculture, Forestry, Fishery, and Environmental Work",Livestock and Animal Production,Dairy Production Support,Ability to assist with basic dairy handling and production tasks.,6121,Livestock and Dairy Producers,6121,dairy products,Dairy Production Support; dairy products; cream products; product of a dairy; cheese products; milk products; dairy product; Livestock and Animal Production,http://data.europa.eu/esco/skill/6f46e227-f6d3-422f-b391-2b42169aac2c,dairy products,cream products; product of a dairy; cheese products; milk products; dairy product; yogurt products; a dairy product,"Variety of products deriving from dairy products such as milk, butter, cheese, and evaporated milk in liquid, solid or powdered form.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK106,K10,"Agriculture, Forestry, Fishery, and Environmental Work",Forestry and Conservation,Environmental Conservation,Ability to support conservation and sustainable resource practices.,2133,Environmental Protection Professionals,2133,environmental protection,Environmental Conservation; environmental protection; informing customers environmental protection; notify clients of environmental protection status; brief clients on environmental protection; notify customers of environmental protection status; brief customers on environmental protection; Forestry and Conservation,http://data.europa.eu/esco/skill/e671c957-b998-49df-b630-7908806966f1,inform customers environmental protection,informing customers environmental protection; notify clients of environmental protection status; brief clients on environmental protection; notify customers of environmental protection status; brief customers on environmental protection; inform clients environmental protection; inform customer environmental protection,Provide customers with information on the impact their heating systems have on the environment and to what extent this impact can be reduced to a minimum by handling the systems in an environmentally friendly way or by using environmentally friendly systems.,ESCO v1.2.0 / API-ready,0.66,manual_review,seed_reference
SK107,K10,"Agriculture, Forestry, Fishery, and Environmental Work",Forestry and Conservation,Tree Planting,"Ability to assist in planting, maintaining, and monitoring trees.",6210,Forestry and Related Workers,6210,plant trees,"Tree Planting; plant trees; transplant trees; Forestry and Conservation; Agriculture, Forestry, Fishery, and Environmental Work",http://data.europa.eu/esco/skill/a281365c-a432-4e82-97ce-2dcc4907685f,plant trees,transplant trees,Transplant and plant trees or tree seeds in woodland areas and forests.,ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK108,K10,"Agriculture, Forestry, Fishery, and Environmental Work",Forestry and Conservation,Waste Management,"Ability to support proper segregation, recycling, and disposal processes.",9612,Refuse Sorters,9612,waste management,"Waste Management; waste managing; waste oversight; solid waste management; waste supervision; waste regulation; Forestry and Conservation; Agriculture, Forestry, Fishery, and Environmental Work",http://data.europa.eu/esco/skill/40f65a56-ccbe-4601-9f32-1cc6cdd24f28,waste management,waste managing; waste oversight; solid waste management; waste supervision; waste regulation; waste administration,"The methods, materials and regulations used to collect, transport, treat and dispose of waste. This includes recycling and monitoring of waste disposal. It excludes procedures related to waste incineration.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK109,K10,"Agriculture, Forestry, Fishery, and Environmental Work",Fishery and Aquatic Work,Aquaculture Support,Ability to assist in fish or aquatic production activities.,6221,Aquaculture Workers,6221,aquaculture,Aquaculture Support; aquaculture; scope of aquaculture industry; typology of aquaculture industry; range of aquaculture industry; range of aquafarming industry; typology of aquafarming industry; Fishery and Aquatic Work,http://data.europa.eu/esco/skill/71b48d23-8a2d-4f99-8d90-7e904de607ca,aquaculture industry,scope of aquaculture industry; typology of aquaculture industry; range of aquaculture industry; range of aquafarming industry; typology of aquafarming industry; scope of aquafarming industry; types of aquafarming industry; types of aquaculture industry,"The characteristics and business models of the aquaculture industry, its designs and installations.",ESCO v1.2.0 / API-ready,0.64,manual_review,seed_reference
SK110,K10,"Agriculture, Forestry, Fishery, and Environmental Work",Fishery and Aquatic Work,Fish Handling,"Ability to handle, sort, and prepare fishery products safely.",6222,Inland and Coastal Waters Fishery Workers,6222,handle fish,Fish Handling; handle fish; fish product storing; store fish products; fish products storing; handling fish products; storing fish products; Fishery and Aquatic Work,http://data.europa.eu/esco/skill/9b3c7861-8df8-4276-8553-390563526607,handle fish products,fish product storing; store fish products; fish products storing; handling fish products; storing fish products; fish products handling; fish product handling,Handle fish with care and hygiene required to maintain quality. Adequately prepare fish products for storage.,ESCO v1.2.0 / API-ready,0.69,partial_match,seed_reference
SK111,K11,"Public Service, Legal, and Protective Services",Government and Regulatory Services,Government Service Support,Ability to assist with public office transactions and records.,4110,General Office Clerks,4110,public administration,Government Service Support; public administration; public governance; government administration; public bodies administration; public sector management; public service administration; Government and Regulatory Services,http://data.europa.eu/esco/skill/d39022ab-d102-4720-b689-540d6f056b17,public administration,public governance; government administration; public bodies administration; public sector management; public service administration,"The field where policy acts to pursue the improvement of public goods and produce beneficial changes in societies. Includes the set of public entities and bodies that serve the public interest, within the framework of local, regional, or state government.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK112,K11,"Public Service, Legal, and Protective Services",Government and Regulatory Services,Regulatory Compliance,"Ability to follow and support compliance with rules, policies, or standards.",3359,Regulatory Government Associate Professionals Not Elsewhere Classified,3359,ensure regulatory compliance,Regulatory Compliance; ensure regulatory compliance; enable customs compliance; assure customs compliance; secure customs compliance; provide customs compliance; ensuring customs compliance; Government and Regulatory Services,http://data.europa.eu/esco/skill/42ab725f-e57f-4320-a9fd-ac3d6717963d,ensure customs compliance,enable customs compliance; assure customs compliance; secure customs compliance; provide customs compliance; ensuring customs compliance; customs compliance ensuring,"Implement and monitor compliance with import and export requirements in order to avoid customs claims, supply chain interruption, increased overall costs.",ESCO v1.2.0 / API-ready,0.69,partial_match,seed_reference
SK113,K11,"Public Service, Legal, and Protective Services",Government and Regulatory Services,Public Records Management,Ability to organize and protect official records and documents.,4415,Filing and Copying Clerks,4415,record management,Public Records Management; record management; administer record management; oversee a record management system; supervise record management; oversee records management; oversee management of records; Government and Regulatory Services,http://data.europa.eu/esco/skill/d4f9906e-3b22-4c27-9b32-1c1f457ced44,oversee record management,administer record management; oversee a record management system; supervise record management; oversee records management; oversee management of records; manage record management; control record management,Control and oversee electronic records of an organisation throughout the records life-cycle.,ESCO v1.2.0 / API-ready,0.76,partial_match,seed_reference
SK114,K11,"Public Service, Legal, and Protective Services",Legal Services,Legal Documentation,"Ability to prepare, organize, or support legal documents and records.",3411,Legal and Related Associate Professionals,3411,legal documentation,"Legal Documentation; verify group travel documents; check documents for travel; check travelling documentation; review travel documents; Legal Services; Public Service, Legal, and Protective Services",http://data.europa.eu/esco/skill/ecf9d792-1218-4020-a807-b756aeadad14,check travel documentation,verify group travel documents; check documents for travel; check travelling documentation; review travel documents,"Control tickets and travel documents, allocate seats and note food preferences of people on tour.",ESCO v1.2.0 / API-ready,0.62,manual_review,seed_reference
SK115,K11,"Public Service, Legal, and Protective Services",Legal Services,Legal Research Support,Ability to gather and organize legal information under supervision.,3411,Legal and Related Associate Professionals,3411,conduct legal research,Legal Research Support; conduct legal research; judicial probing; judicial inquiries; judicial investigations; legal inquiries; legal analysis; Legal Services,http://data.europa.eu/esco/skill/a8585efe-4011-47b2-9aed-cd01bd3652c0,legal research,judicial probing; judicial inquiries; judicial investigations; legal inquiries; legal analysis; legal investigations; legal probing; judicial analysis,"The methods and procedures of research in legal matters, such as the regulations, and different approaches to analyses and source gathering, and the knowledge on how to adapt the research methodology to a specific case to obtain the required information.",ESCO v1.2.0 / API-ready,0.74,partial_match,seed_reference
SK116,K11,"Public Service, Legal, and Protective Services",Legal Services,Contract Review Support,Ability to assist in checking contract details and documentation.,3411,Legal and Related Associate Professionals,3411,review legal documents,"Contract Review Support; review legal documents; revise legal document; modify legal documents; revising legal documents; assess legal documents; Legal Services; Public Service, Legal, and Protective Services",http://data.europa.eu/esco/skill/82ae17ef-a422-4803-923e-d62da42476a9,revise legal documents,revise legal document; modify legal documents; revising legal documents; review legal documents; assess legal documents,Read and interpret legal documents and proofs about happenings in relation with the legal case.,ESCO v1.2.0 / API-ready,0.8,mapped,seed_reference
SK117,K11,"Public Service, Legal, and Protective Services",Protective and Security Services,Security Monitoring,"Ability to observe, report, and respond to basic safety or security concerns.",5414,Security Guards,5414,surveillance methods,Security Monitoring; surveillance methods; surveillance processes; scrutiny processes; scrutiny approaches; surveillance approaches; surveillance arrangements: surveillance mechanisms; Protective and Security Services,http://data.europa.eu/esco/skill/ff8bd17c-77e9-4d4e-929a-a0cf86f3ed34,surveillance methods,surveillance processes; scrutiny processes; scrutiny approaches; surveillance approaches; surveillance arrangements: surveillance mechanisms; scrutiny arrangements: scrutiny mechanisms,Surveillance methods used in the gathering of information and intelligence for investigation purposes.,ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK118,K11,"Public Service, Legal, and Protective Services",Protective and Security Services,Emergency Response,Ability to follow emergency procedures and coordinate basic response actions.,5419,Protective Services Workers Not Elsewhere Classified,5419,respond to emergencies,Emergency Response; respond to emergencies; responding to nuclear emergencies; nuclear emergencies responding; implement actions in response to nuclear emergency; implementing actions in response to nuclear emergency; dealing with emergencies at nuclear facilities; Protective and Security Services,http://data.europa.eu/esco/skill/b66b7130-e851-4e54-a3cc-7bd1f8db531e,respond to nuclear emergencies,responding to nuclear emergencies; nuclear emergencies responding; implement actions in response to nuclear emergency; implementing actions in response to nuclear emergency; dealing with emergencies at nuclear facilities; deal with emergencies at nuclear facilities,"Set in motion the strategies for reacting in the event of equipment malfunctions, errors, or other events which may lead to contamination and other nuclear emergencies, ensuring that the facility is secured, all necessary areas are evacuated, and further damages and risks are contained.",ESCO v1.2.0 / API-ready,0.81,mapped,seed_reference
SK119,K11,"Public Service, Legal, and Protective Services",Protective and Security Services,Risk Reporting,"Ability to document incidents, hazards, and security-related observations.",5414,Security Guards,5414,report incidents,"Risk Reporting; report incidents; report incidents on gaming; reporting incidents on gaming; denounce gaming incidents; inform on gambling incidents; Protective and Security Services; Public Service, Legal, and Protective Services",http://data.europa.eu/esco/skill/7253896a-fa39-4064-8b2c-0db4bd9b823e,report gaming incidents,report incidents on gaming; reporting incidents on gaming; denounce gaming incidents; inform on gambling incidents,"Report accordingly about incidents during gambling, betting and lottery games.",ESCO v1.2.0 / API-ready,0.77,partial_match,seed_reference
SK120,K11,"Public Service, Legal, and Protective Services","Policy, Leadership, and Public Administration",Policy Support,"Ability to assist with policy documentation, coordination, and monitoring.",3359,Regulatory Government Associate Professionals Not Elsewhere Classified,3359,policy analysis,"Policy Support; policy analysis; policy evaluation; analysis of policymaking in a specific sector; evaluation of policymaking in a specific sector; Policy, Leadership, and Public Administration; Public Service, Legal, and Protective Services",http://data.europa.eu/esco/skill/c5449667-9b40-4114-8d74-f51177669984,policy analysis,policy evaluation; analysis of policymaking in a specific sector; evaluation of policymaking in a specific sector,"Understanding of the basic tenets of policymaking in a specific sector, its implementation processes and its consequences.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
SK121,K11,"Public Service, Legal, and Protective Services","Policy, Leadership, and Public Administration",Leadership Support,Ability to coordinate tasks and support team decision-making.,3341,Office Supervisors,3341,lead a team,"Leadership Support; lead a team; leading a team; direct a team; lead teams; supervise a group of people; Policy, Leadership, and Public Administration; Public Service, Legal, and Protective Services",http://data.europa.eu/esco/skill/1f1d2ff8-c4c1-45cc-9812-6a7ee84a73cb,lead a team,leading a team; direct a team; lead teams; supervise a group of people,"Lead, supervise and motivate a group of people, in order to meet the expected results within a given timeline and with the foreseen resources in mind.",ESCO v1.2.0 / API-ready,0.98,mapped,seed_reference
